day_of_week,hour_of_day,category,items_count
3,22,marinades meat preparation,2
3,15,deodorants,4
3,20,frozen meat seafood,2
3,2,crackers,2
0,10,fresh fruits,315
0,8,marinades meat preparation,3
0,11,muscles joints pain relief,6
0,17,frozen dessert,3
0,7,honeys syrups nectars,3
0,16,soap,6
1,10,granola,12
1,10,packaged vegetables fruits,90
1,12,ice cream ice,9
1,18,frozen meals,18
1,11,laundry,3
1,14,fruit vegetable snacks,18
1,17,fruit vegetable snacks,21
1,18,instant foods,9
1,23,yogurt,9
1,7,cream,3
2,17,ice cream ice,27
2,9,coffee,12
2,9,frozen produce,15
2,23,frozen produce,9
2,21,yogurt,12
2,14,prepared soups salads,9
2,0,butter,3
2,15,juice nectars,6
3,8,frozen produce,10
3,14,milk,24
3,13,packaged poultry,6
3,12,grains rice dried goods,8
3,10,energy sports drinks,4
3,7,candy chocolate,2
0,15,frozen produce,60
0,21,fresh vegetables,129
0,10,butter,24
0,9,food storage,3
0,23,refrigerated,3
0,19,body lotions soap,6
0,13,air fresheners candles,12
0,15,ice cream toppings,9
0,16,frozen appetizers sides,6
1,9,packaged vegetables fruits,111
1,18,crackers,18
1,18,missing,12
1,23,eggs,3
2,6,prepared meals,3
2,15,soap,3
3,9,nuts seeds dried fruit,14
3,7,refrigerated,12
3,10,air fresheners candles,2
3,5,fresh dips tapenades,2
3,6,yogurt,2
3,13,frozen breakfast,2
0,12,soy lactosefree,81
0,16,yogurt,129
0,23,fresh fruits,54
0,9,packaged cheese,57
0,18,fresh dips tapenades,27
0,14,marinades meat preparation,9
0,14,meat counter,6
0,3,cream,3
1,16,dry pasta,12
1,13,ice cream ice,21
1,8,dog food care,6
1,7,soft drinks,6
1,8,baking ingredients,9
1,23,chips pretzels,12
2,6,tea,9
2,15,canned jarred vegetables,15
2,8,oral hygiene,3
2,14,frozen produce,30
2,6,eggs,6
2,20,oral hygiene,6
2,11,refrigerated pudding desserts,3
2,7,candy chocolate,33
2,22,honeys syrups nectars,3
2,14,instant foods,9
3,10,instant foods,10
3,19,baby food formula,22
3,8,hot cereal pancake mixes,4
3,13,meat counter,2
3,14,fruit vegetable snacks,6
3,13,hot dogs bacon sausage,8
3,11,baking ingredients,10
3,18,frozen pizza,12
3,2,preserved dips spreads,2
3,14,cat food care,2
3,19,hot cereal pancake mixes,2
3,2,soap,2
2,15,frozen breads doughs,3
0,11,buns rolls,21
0,14,canned jarred vegetables,30
0,5,baking ingredients,6
0,17,soup broth bouillon,33
0,8,nuts seeds dried fruit,6
0,15,hair care,3
1,21,spices seasonings,9
1,18,refrigerated,9
1,11,trail mix snack mix,6
1,17,cereal,12
1,18,popcorn jerky,3
1,15,coffee,6
1,20,spices seasonings,3
2,12,grains rice dried goods,6
2,14,butter,15
2,15,missing,3
2,9,frozen breakfast,9
2,17,baking supplies decor,3
3,13,fruit vegetable snacks,10
3,7,soup broth bouillon,8
3,8,hot dogs bacon sausage,6
3,8,cat food care,2
3,20,frozen dessert,2
3,17,honeys syrups nectars,2
0,15,crackers,39
0,11,dry pasta,36
0,10,prepared meals,9
0,10,chips pretzels,66
0,18,latino foods,6
0,17,frozen appetizers sides,21
0,13,soft drinks,33
0,15,canned meat seafood,9
0,20,packaged produce,6
0,8,frozen meals,21
0,9,specialty wines champagnes,3
0,20,hot cereal pancake mixes,6
0,17,frozen breads doughs,3
0,18,laundry,9
0,3,chips pretzels,3
0,3,refrigerated,3
0,7,poultry counter,6
0,14,pickled goods olives,3
0,19,shave needs,6
1,11,milk,45
1,15,food storage,6
1,12,fresh dips tapenades,9
1,11,canned fruit applesauce,3
1,16,spreads,21
1,14,spreads,24
1,12,cat food care,9
1,8,salad dressing toppings,6
1,14,instant foods,6
1,21,frozen produce,15
1,18,other creams cheeses,9
1,17,canned jarred vegetables,3
1,23,baking ingredients,3
1,1,packaged cheese,3
1,22,soup broth bouillon,3
1,18,hair care,6
2,9,lunch meat,15
2,11,baby food formula,39
2,7,fresh herbs,3
3,14,frozen meals,8
3,0,fresh vegetables,32
3,23,water seltzer sparkling water,8
3,7,crackers,14
3,19,grains rice dried goods,2
3,16,grains rice dried goods,2
3,5,frozen breakfast,4
3,22,cold flu allergy,2
3,0,refrigerated,2
3,16,condiments,2
3,8,candy chocolate,14
3,1,juice nectars,2
3,4,fresh herbs,6
0,15,lunch meat,39
0,22,candy chocolate,6
0,10,canned meals beans,18
0,12,poultry counter,18
0,2,water seltzer sparkling water,6
0,18,cream,6
0,14,laundry,3
0,17,fresh pasta,6
0,14,shave needs,3
0,19,asian foods,6
0,19,laundry,3
1,8,yogurt,48
1,19,coffee,9
1,12,coffee,15
1,17,eggs,21
1,10,canned jarred vegetables,9
1,13,marinades meat preparation,3
1,17,packaged poultry,9
1,12,digestion,3
2,9,water seltzer sparkling water,63
2,15,cereal,15
2,13,specialty cheeses,6
2,12,refrigerated,15
2,22,canned meals beans,12
2,14,energy sports drinks,3
3,15,dry pasta,4
3,13,frozen produce,24
3,10,bread,16
3,17,poultry counter,4
3,13,frozen breads doughs,2
3,23,tea,2
3,13,frozen vegan vegetarian,4
3,2,yogurt,6
3,17,candy chocolate,6
3,9,frozen produce,6
3,21,preserved dips spreads,2
3,7,coffee,4
3,20,breakfast bakery,2
3,4,spices seasonings,4
3,12,poultry counter,2
0,10,breakfast bakery,15
0,17,refrigerated,45
0,15,frozen pizza,24
0,20,bread,12
0,14,preserved dips spreads,6
0,8,asian foods,9
0,23,canned fruit applesauce,6
0,23,canned meals beans,6
0,9,tofu meat alternatives,3
0,11,plates bowls cups flatware,6
1,15,bread,15
1,9,missing,9
1,22,oral hygiene,3
1,8,honeys syrups nectars,3
1,7,frozen vegan vegetarian,6
1,9,frozen meat seafood,6
2,23,fresh vegetables,30
2,14,other creams cheeses,21
2,17,yogurt,45
2,11,frozen meals,15
2,9,frozen meals,27
2,20,eggs,6
2,10,frozen dessert,3
2,10,specialty wines champagnes,3
2,12,crackers,15
2,7,refrigerated pudding desserts,3
2,9,digestion,3
2,15,facial care,3
3,23,fresh herbs,6
3,22,milk,6
3,23,honeys syrups nectars,2
3,14,hot cereal pancake mixes,6
3,14,other creams cheeses,8
3,6,diapers wipes,2
3,19,mint gum,2
3,8,frozen meals,4
0,6,fresh herbs,6
0,14,coffee,24
0,11,vitamins supplements,3
0,11,pickled goods olives,21
0,8,spreads,15
0,12,food storage,3
0,23,packaged cheese,12
1,14,other creams cheeses,24
1,10,pasta sauce,9
1,7,packaged produce,3
1,18,hot cereal pancake mixes,15
1,19,dish detergents,3
2,13,tofu meat alternatives,6
2,20,tofu meat alternatives,6
2,8,tea,6
2,22,specialty cheeses,3
2,0,packaged cheese,6
2,21,candy chocolate,3
2,10,white wines,3
3,14,preserved dips spreads,4
3,21,hot dogs bacon sausage,4
3,2,lunch meat,4
3,18,crackers,10
3,5,tortillas flat bread,2
3,20,soup broth bouillon,6
3,16,laundry,2
3,8,canned jarred vegetables,6
3,12,baby food formula,12
0,18,spreads,18
0,18,specialty cheeses,6
0,22,packaged vegetables fruits,12
0,12,packaged poultry,9
0,12,lunch meat,45
0,16,frozen breakfast,12
0,3,yogurt,3
0,17,buns rolls,6
0,6,soup broth bouillon,6
0,22,cookies cakes,6
1,17,fresh herbs,21
1,13,instant foods,21
1,20,granola,6
1,14,cleaning products,3
1,8,prepared soups salads,3
1,19,frozen pizza,12
1,22,salad dressing toppings,3
1,15,frozen vegan vegetarian,3
2,16,water seltzer sparkling water,63
2,17,salad dressing toppings,6
2,14,specialty cheeses,6
2,7,energy sports drinks,6
2,8,juice nectars,18
2,20,dry pasta,18
2,18,ice cream ice,48
2,14,soap,9
2,10,popcorn jerky,9
3,12,yogurt,30
3,19,canned meat seafood,2
3,5,condiments,4
3,20,missing,2
3,20,other,2
3,2,chips pretzels,2
3,15,meat counter,8
3,10,frozen pizza,8
3,18,cold flu allergy,2
0,8,food storage,3
0,11,cereal,48
0,10,digestion,9
0,1,oils vinegars,6
0,20,soy lactosefree,30
0,11,cat food care,3
0,15,frozen meat seafood,6
0,7,frozen pizza,9
1,16,asian foods,15
1,15,ice cream ice,15
1,21,milk,24
1,19,butter,9
1,21,oils vinegars,3
1,11,oral hygiene,6
1,12,packaged produce,9
2,7,packaged vegetables fruits,39
2,17,canned jarred vegetables,9
2,0,energy granola bars,3
2,21,beauty,3
2,8,latino foods,3
3,19,fresh dips tapenades,6
3,9,tofu meat alternatives,4
3,16,paper goods,10
3,0,milk,4
3,8,cereal,10
3,2,nuts seeds dried fruit,2
3,11,trash bags liners,2
0,9,yogurt,78
0,10,granola,15
0,15,paper goods,27
0,11,trash bags liners,3
0,21,lunch meat,3
0,20,water seltzer sparkling water,9
0,20,missing,3
1,9,crackers,15
1,10,kitchen supplies,6
1,15,cleaning products,3
1,19,energy sports drinks,3
1,10,baking ingredients,3
1,18,doughs gelatins bake mixes,3
2,14,fresh dips tapenades,27
2,15,frozen meals,24
2,19,canned fruit applesauce,3
2,13,frozen meals,6
2,18,hot cereal pancake mixes,6
2,9,canned meat seafood,3
2,22,dish detergents,6
2,14,frozen vegan vegetarian,3
2,16,ice cream toppings,3
3,13,packaged produce,6
3,13,paper goods,8
3,13,marinades meat preparation,8
3,16,chips pretzels,6
3,13,breakfast bakery,6
3,7,packaged cheese,4
3,19,red wines,2
0,21,poultry counter,9
0,14,bulk grains rice dried goods,6
0,21,soap,6
0,15,tea,18
0,10,packaged produce,21
0,20,other creams cheeses,6
0,21,crackers,3
0,3,pasta sauce,3
0,0,fresh herbs,3
0,23,spreads,3
0,14,digestion,3
1,18,bakery desserts,6
1,13,honeys syrups nectars,3
1,22,vitamins supplements,3
1,19,grains rice dried goods,6
1,11,spreads,18
1,12,frozen breakfast,6
1,0,frozen meals,3
2,18,cereal,21
2,20,packaged cheese,18
2,16,oils vinegars,3
2,8,poultry counter,6
2,15,hot cereal pancake mixes,9
2,13,coffee,6
3,22,frozen breakfast,2
3,20,hot cereal pancake mixes,2
3,12,energy sports drinks,2
0,11,frozen vegan vegetarian,33
0,14,soup broth bouillon,30
0,8,packaged poultry,6
0,18,baking ingredients,21
0,5,yogurt,9
0,13,trash bags liners,3
0,13,diapers wipes,9
0,8,pickled goods olives,9
0,16,other,9
0,20,tortillas flat bread,9
0,6,water seltzer sparkling water,6
1,8,packaged vegetables fruits,81
1,15,asian foods,3
1,15,poultry counter,15
1,16,pickled goods olives,6
1,18,packaged seafood,3
1,16,energy granola bars,42
1,11,breakfast bars pastries,3
1,8,grains rice dried goods,6
2,15,soft drinks,6
2,12,packaged vegetables fruits,96
2,7,fresh fruits,96
2,23,packaged vegetables fruits,15
2,13,juice nectars,18
2,17,nuts seeds dried fruit,9
2,10,deodorants,3
2,19,baby food formula,3
3,0,canned jarred vegetables,6
3,20,fresh fruits,46
3,13,other creams cheeses,26
3,12,cream,8
3,14,shave needs,2
3,12,soft drinks,10
3,4,cream,2
0,10,food storage,6
0,13,refrigerated,48
0,12,baking ingredients,51
0,9,frozen pizza,15
0,12,bread,39
0,17,frozen meals,36
0,17,cereal,18
0,16,fruit vegetable snacks,21
0,11,ice cream toppings,3
1,16,frozen produce,36
1,21,frozen appetizers sides,3
1,10,soap,3
1,14,baby food formula,24
1,15,frozen appetizers sides,15
1,11,packaged poultry,6
1,0,fresh vegetables,39
1,20,butter,3
2,17,chips pretzels,30
2,9,tea,24
2,19,nuts seeds dried fruit,6
2,5,milk,6
2,5,butter,3
3,11,frozen appetizers sides,4
3,6,fresh dips tapenades,2
3,17,plates bowls cups flatware,2
3,11,buns rolls,4
3,21,refrigerated,2
3,18,cookies cakes,6
3,10,cold flu allergy,2
3,7,tortillas flat bread,2
0,15,water seltzer sparkling water,54
0,12,refrigerated pudding desserts,3
0,6,popcorn jerky,3
0,21,vitamins supplements,3
0,12,frozen juice,3
0,6,other creams cheeses,3
0,6,dry pasta,3
1,11,ice cream ice,18
1,15,oils vinegars,12
1,21,frozen meat seafood,3
1,21,hot dogs bacon sausage,3
1,7,doughs gelatins bake mixes,3
1,19,protein meal replacements,3
1,17,buns rolls,6
1,19,crackers,6
2,14,popcorn jerky,9
2,21,energy granola bars,3
2,19,vitamins supplements,6
2,10,breakfast bakery,9
2,18,pasta sauce,6
2,4,instant foods,6
2,12,ice cream toppings,3
3,13,prepared soups salads,2
3,10,tortillas flat bread,4
3,23,juice nectars,4
3,11,frozen vegan vegetarian,6
3,20,condiments,2
3,8,oral hygiene,2
3,22,paper goods,2
3,6,cream,2
3,8,indian foods,4
3,19,frozen meals,2
3,13,beers coolers,2
3,22,hot dogs bacon sausage,2
0,10,packaged vegetables fruits,213
0,15,breakfast bakery,39
0,11,soy lactosefree,60
0,0,soft drinks,3
0,10,latino foods,15
0,13,specialty cheeses,6
0,7,yogurt,36
0,20,juice nectars,9
0,5,frozen produce,6
0,9,energy granola bars,15
0,13,prepared soups salads,3
0,7,lunch meat,6
0,3,fresh fruits,6
0,0,frozen produce,3
0,19,tofu meat alternatives,3
1,17,energy granola bars,24
1,23,juice nectars,6
1,13,body lotions soap,3
2,14,frozen meat seafood,6
2,13,bakery desserts,6
2,16,vitamins supplements,9
2,11,crackers,18
2,7,spreads,6
2,7,other creams cheeses,3
2,2,milk,3
3,19,packaged poultry,4
3,10,latino foods,4
3,20,crackers,10
3,11,energy sports drinks,2
3,18,vitamins supplements,2
3,15,packaged produce,6
0,10,packaged seafood,3
0,16,beauty,3
0,15,juice nectars,39
0,16,packaged meat,3
0,21,kitchen supplies,3
0,14,nuts seeds dried fruit,30
0,11,spirits,3
0,17,packaged meat,6
0,22,prepared soups salads,3
0,2,hot cereal pancake mixes,3
0,23,soup broth bouillon,9
0,23,ice cream ice,6
1,8,milk,42
1,14,bread,30
1,9,breakfast bars pastries,3
1,12,soft drinks,15
1,21,water seltzer sparkling water,15
1,15,missing,6
1,13,doughs gelatins bake mixes,12
1,7,baby food formula,6
1,8,soup broth bouillon,12
1,10,facial care,6
1,12,preserved dips spreads,6
1,15,baby bath body care,3
1,12,butter,3
2,12,chips pretzels,42
2,7,frozen produce,15
2,17,vitamins supplements,12
2,8,baking ingredients,9
2,11,doughs gelatins bake mixes,3
2,21,canned jarred vegetables,6
2,14,muscles joints pain relief,3
2,17,bakery desserts,9
2,9,pasta sauce,12
2,2,fresh fruits,3
3,17,packaged cheese,32
3,10,nuts seeds dried fruit,10
3,0,lunch meat,4
0,13,crackers,33
0,13,packaged vegetables fruits,177
0,1,spices seasonings,3
0,6,yogurt,6
0,5,dry pasta,6
0,5,water seltzer sparkling water,3
0,15,tortillas flat bread,12
0,18,frozen meat seafood,6
0,11,cocoa drink mixes,3
0,2,baking ingredients,3
0,15,other,3
1,10,water seltzer sparkling water,87
1,5,packaged vegetables fruits,9
1,16,nuts seeds dried fruit,27
1,17,specialty cheeses,3
1,12,fresh vegetables,126
1,13,hair care,3
1,12,bakery desserts,3
1,20,frozen meals,12
1,19,granola,6
1,18,asian foods,3
2,15,butter,18
2,14,packaged cheese,48
2,17,frozen meals,24
2,11,fresh pasta,9
3,11,frozen produce,8
3,16,water seltzer sparkling water,26
3,14,popcorn jerky,4
3,14,granola,2
3,18,spreads,6
3,22,more household,2
3,23,dog food care,2
0,12,tea,15
0,10,missing,39
0,11,energy sports drinks,15
0,6,soft drinks,6
0,10,laundry,9
0,23,asian foods,3
0,10,buns rolls,6
0,7,frozen breakfast,3
1,11,canned meat seafood,9
1,11,pasta sauce,9
1,11,bulk dried fruits vegetables,3
1,20,water seltzer sparkling water,27
1,22,soy lactosefree,6
1,18,tortillas flat bread,12
1,9,frozen vegan vegetarian,15
1,20,nuts seeds dried fruit,3
1,19,condiments,12
1,19,tortillas flat bread,3
1,7,meat counter,3
2,18,water seltzer sparkling water,36
2,14,crackers,30
2,17,fresh vegetables,90
2,19,cocoa drink mixes,3
2,17,canned fruit applesauce,3
3,9,packaged produce,8
3,21,fresh vegetables,20
3,7,frozen meals,6
3,16,packaged poultry,2
3,14,canned jarred vegetables,10
3,23,chips pretzels,2
3,18,eggs,4
3,2,frozen pizza,2
3,20,cookies cakes,4
0,17,juice nectars,33
0,13,yogurt,171
0,22,lunch meat,6
0,10,frozen pizza,15
0,15,condiments,33
0,18,deodorants,3
1,15,yogurt,57
1,11,frozen appetizers sides,6
1,18,soy lactosefree,30
1,15,fresh fruits,204
1,13,bread,24
1,12,dry pasta,9
1,23,cookies cakes,3
2,12,frozen appetizers sides,12
2,19,packaged cheese,39
2,14,preserved dips spreads,3
2,10,asian foods,3
2,10,bulk dried fruits vegetables,3
3,19,frozen produce,12
3,11,milk,30
3,11,hot dogs bacon sausage,4
3,7,butter,4
3,17,bread,18
3,11,water seltzer sparkling water,14
3,18,popcorn jerky,4
3,13,fresh herbs,18
3,7,eggs,6
3,12,cold flu allergy,2
3,10,frozen appetizers sides,2
3,8,pasta sauce,2
3,18,dry pasta,8
3,10,plates bowls cups flatware,4
3,13,trash bags liners,2
3,17,facial care,2
0,13,bread,57
0,10,crackers,48
0,21,water seltzer sparkling water,33
0,11,canned meals beans,27
0,18,canned fruit applesauce,12
0,6,baking ingredients,18
0,7,eggs,6
1,13,coffee,18
1,13,chips pretzels,33
1,13,specialty cheeses,9
1,12,granola,3
1,7,oils vinegars,3
1,9,coffee,27
1,7,cat food care,3
2,14,milk,36
2,7,yogurt,69
2,14,frozen pizza,3
2,11,frozen produce,9
2,8,trail mix snack mix,3
2,10,cream,9
2,12,white wines,3
2,14,salad dressing toppings,9
3,8,grains rice dried goods,4
3,16,bread,8
3,8,mint gum,2
3,7,chips pretzels,6
3,13,canned meat seafood,2
3,9,fresh herbs,2
3,7,energy sports drinks,2
3,9,buns rolls,4
3,0,juice nectars,2
0,13,frozen produce,87
0,11,cream,39
0,9,soft drinks,6
0,21,ice cream ice,21
0,16,ice cream ice,69
0,9,breakfast bars pastries,3
0,16,dish detergents,6
0,19,hot dogs bacon sausage,9
1,12,packaged vegetables fruits,99
1,13,cookies cakes,12
1,7,frozen meat seafood,3
1,19,milk,27
1,6,oils vinegars,3
1,19,specialty cheeses,3
1,17,canned fruit applesauce,6
1,0,skin care,6
1,18,cookies cakes,3
2,14,cream,18
2,13,hot dogs bacon sausage,15
2,0,juice nectars,3
2,14,refrigerated pudding desserts,6
2,10,packaged seafood,3
3,17,tortillas flat bread,8
3,7,ice cream toppings,2
3,5,other creams cheeses,2
3,23,pasta sauce,2
3,14,tofu meat alternatives,4
3,2,missing,2
3,19,bakery desserts,2
3,2,oils vinegars,2
3,12,coffee,2
0,18,condiments,30
0,12,baby food formula,60
0,11,ice cream ice,39
0,2,granola,3
0,15,spirits,3
0,20,latino foods,3
0,15,oral hygiene,3
0,7,latino foods,6
0,0,baking ingredients,12
1,17,hot dogs bacon sausage,12
1,21,cereal,15
1,8,coffee,21
1,15,specialty wines champagnes,3
1,20,missing,12
1,15,specialty cheeses,9
1,20,hot dogs bacon sausage,6
2,15,baby food formula,15
2,18,packaged produce,12
2,15,frozen vegan vegetarian,6
2,7,canned fruit applesauce,3
2,1,water seltzer sparkling water,6
3,10,lunch meat,10
3,14,bread,14
3,7,fruit vegetable snacks,2
3,16,refrigerated,18
3,9,paper goods,8
3,9,soap,2
0,11,indian foods,6
0,15,frozen breads doughs,12
0,20,tofu meat alternatives,6
0,3,fresh vegetables,6
0,0,fresh fruits,24
1,16,frozen vegan vegetarian,9
1,10,fruit vegetable snacks,21
1,21,bread,9
1,22,hair care,3
1,23,fresh dips tapenades,6
1,7,butter,6
2,18,soy lactosefree,33
2,7,canned meals beans,6
2,17,frozen produce,15
2,8,pickled goods olives,6
2,9,butter,9
2,19,asian foods,12
2,22,baby food formula,21
2,20,hot dogs bacon sausage,9
2,20,doughs gelatins bake mixes,3
2,11,missing,3
2,0,pickled goods olives,3
2,6,nuts seeds dried fruit,6
3,11,packaged produce,12
3,15,packaged vegetables fruits,64
3,16,tortillas flat bread,6
3,6,frozen produce,2
3,13,other,4
3,12,oils vinegars,6
3,17,latino foods,4
3,17,meat counter,2
3,22,popcorn jerky,2
0,13,bulk dried fruits vegetables,3
0,14,dry pasta,24
0,22,fresh dips tapenades,15
0,18,instant foods,12
0,13,meat counter,12
0,14,spreads,42
0,17,doughs gelatins bake mixes,3
0,7,frozen vegan vegetarian,6
1,11,bread,48
1,9,soy lactosefree,54
1,13,frozen meals,3
1,21,frozen breakfast,3
1,21,frozen pizza,9
1,16,popcorn jerky,12
2,14,bulk dried fruits vegetables,6
2,12,baking ingredients,15
2,13,lunch meat,12
2,17,cereal,15
2,18,butter,15
2,19,frozen breakfast,9
2,11,oral hygiene,3
2,19,instant foods,15
2,17,popcorn jerky,3
2,5,hot cereal pancake mixes,3
2,15,frozen appetizers sides,3
3,22,fresh vegetables,28
3,8,refrigerated,18
3,14,other,4
3,16,yogurt,34
3,10,cream,4
0,8,baby food formula,6
0,13,instant foods,36
0,11,lunch meat,36
0,22,chips pretzels,15
0,15,other creams cheeses,27
0,15,dish detergents,12
0,14,cleaning products,12
0,9,cleaning products,12
0,11,prepared soups salads,9
0,17,meat counter,9
0,14,energy sports drinks,12
0,17,cat food care,9
0,13,hot cereal pancake mixes,9
0,9,meat counter,3
0,23,paper goods,6
1,15,packaged cheese,66
1,18,water seltzer sparkling water,21
1,20,instant foods,6
1,18,chips pretzels,30
1,13,first aid,3
1,17,pickled goods olives,3
1,11,frozen juice,3
1,1,energy sports drinks,3
1,18,tea,6
2,16,spirits,3
2,22,pasta sauce,21
2,8,chips pretzels,30
2,16,frozen produce,12
2,22,soft drinks,6
2,5,spices seasonings,3
2,18,latino foods,3
3,17,soft drinks,10
3,11,body lotions soap,6
3,12,spices seasonings,14
3,18,missing,6
3,19,soft drinks,6
3,22,refrigerated,12
3,16,other creams cheeses,12
3,17,frozen meals,14
3,10,bakery desserts,2
3,22,tea,6
3,11,paper goods,2
0,12,fresh vegetables,402
0,11,bread,48
0,19,ice cream ice,27
0,16,baking ingredients,15
0,8,poultry counter,6
0,16,skin care,6
0,16,condiments,51
0,17,food storage,3
0,20,bulk grains rice dried goods,3
0,19,frozen juice,3
1,18,fresh pasta,3
1,18,spreads,21
1,9,eggs,33
1,9,popcorn jerky,24
1,10,cleaning products,9
1,1,soy lactosefree,3
1,14,beauty,3
1,11,missing,6
1,8,candy chocolate,21
1,11,hot cereal pancake mixes,6
2,15,specialty cheeses,3
2,14,coffee,12
2,14,more household,3
2,7,cream,3
2,11,canned fruit applesauce,6
3,15,fresh dips tapenades,14
3,14,food storage,2
3,15,pasta sauce,4
3,13,soft drinks,14
3,18,fruit vegetable snacks,2
0,18,soy lactosefree,45
0,22,bulk grains rice dried goods,6
0,11,popcorn jerky,21
0,15,food storage,6
0,7,packaged cheese,21
0,10,feminine care,6
0,6,spices seasonings,3
1,10,juice nectars,18
1,13,frozen produce,18
1,18,hot dogs bacon sausage,18
1,13,cereal,24
1,9,dog food care,9
1,19,nuts seeds dried fruit,3
1,18,paper goods,6
1,9,energy granola bars,30
1,7,prepared soups salads,3
1,9,canned meals beans,9
1,10,tortillas flat bread,12
1,19,frozen appetizers sides,6
1,9,plates bowls cups flatware,3
2,10,oils vinegars,9
2,19,breakfast bakery,6
2,21,refrigerated,9
2,14,energy granola bars,24
2,22,fruit vegetable snacks,3
2,10,ice cream ice,9
3,15,frozen produce,16
3,13,canned jarred vegetables,20
3,0,paper goods,2
3,18,milk,6
3,17,fruit vegetable snacks,12
3,22,salad dressing toppings,2
3,11,frozen meals,20
3,10,eggs,6
0,12,juice nectars,36
0,16,canned jarred vegetables,36
0,16,dog food care,9
0,8,soft drinks,6
0,12,bakery desserts,3
0,19,spreads,3
0,8,bulk dried fruits vegetables,3
0,23,soft drinks,3
0,21,dry pasta,6
0,12,red wines,3
1,22,specialty cheeses,3
1,8,breakfast bakery,18
1,23,fruit vegetable snacks,3
1,17,trash bags liners,6
1,21,pickled goods olives,3
1,11,dog food care,3
2,18,fresh fruits,144
2,15,tea,33
2,9,packaged produce,33
2,21,prepared meals,12
2,14,honeys syrups nectars,6
2,18,grains rice dried goods,15
2,13,eggs,18
2,17,plates bowls cups flatware,3
2,18,pickled goods olives,3
3,0,water seltzer sparkling water,6
3,17,chips pretzels,30
3,11,cream,18
3,13,tea,2
3,21,spices seasonings,2
3,11,crackers,28
3,10,kitchen supplies,2
3,17,tofu meat alternatives,4
3,21,chips pretzels,4
3,8,oils vinegars,2
3,16,specialty cheeses,2
3,10,granola,4
0,8,yogurt,57
0,15,fresh herbs,54
0,19,refrigerated,15
0,18,juice nectars,15
0,19,plates bowls cups flatware,3
0,20,crackers,3
0,3,soy lactosefree,3
0,7,dish detergents,3
0,6,juice nectars,6
1,11,soft drinks,33
1,5,yogurt,9
1,13,popcorn jerky,6
1,18,fresh fruits,147
1,7,eggs,12
1,17,canned meat seafood,12
1,17,breakfast bars pastries,6
2,9,frozen pizza,9
2,11,soft drinks,15
2,10,food storage,3
2,14,hot dogs bacon sausage,24
2,10,canned meat seafood,6
2,7,frozen dessert,3
3,17,buns rolls,2
3,10,marinades meat preparation,4
3,13,packaged seafood,2
3,14,specialty cheeses,2
3,16,asian foods,8
3,13,food storage,2
0,9,more household,3
0,16,energy granola bars,36
1,11,cereal,9
1,18,honeys syrups nectars,6
1,18,buns rolls,12
1,13,laundry,6
1,7,yogurt,30
1,22,milk,3
1,8,frozen breakfast,6
1,9,candy chocolate,3
1,19,facial care,3
2,19,energy granola bars,21
2,19,other creams cheeses,9
2,16,cookies cakes,9
2,13,energy granola bars,18
2,22,condiments,6
2,9,cookies cakes,18
2,10,other creams cheeses,12
2,14,beers coolers,3
3,9,butter,2
3,14,juice nectars,4
3,9,spreads,4
0,12,marinades meat preparation,6
0,23,packaged vegetables fruits,30
0,18,nuts seeds dried fruit,15
0,15,latino foods,3
0,8,cat food care,9
0,10,vitamins supplements,3
1,11,packaged vegetables fruits,90
1,14,energy granola bars,48
1,9,preserved dips spreads,9
1,10,candy chocolate,24
1,6,prepared meals,3
1,8,laundry,9
1,0,packaged seafood,3
2,18,energy granola bars,3
2,21,packaged cheese,6
2,16,butter,12
2,16,more household,6
2,17,soft drinks,6
2,20,canned fruit applesauce,6
2,19,pasta sauce,12
2,10,cleaning products,12
2,8,cereal,12
2,23,crackers,3
2,4,soy lactosefree,3
2,9,muscles joints pain relief,3
2,21,diapers wipes,3
3,22,water seltzer sparkling water,8
3,8,instant foods,14
3,8,chips pretzels,14
3,10,coffee,8
3,13,baking supplies decor,4
3,18,packaged vegetables fruits,12
3,16,frozen produce,14
3,11,baby food formula,10
3,17,cookies cakes,6
3,17,frozen vegan vegetarian,2
0,22,bread,15
0,12,fresh herbs,33
0,12,spices seasonings,21
0,13,beers coolers,3
1,11,breakfast bakery,9
1,10,asian foods,15
1,14,grains rice dried goods,18
1,8,cleaning products,15
1,14,yogurt,60
1,18,dish detergents,3
1,12,hot cereal pancake mixes,9
1,10,deodorants,6
1,23,packaged cheese,3
1,0,hot cereal pancake mixes,6
1,11,hot dogs bacon sausage,12
2,15,tortillas flat bread,9
2,6,soy lactosefree,3
2,16,dog food care,6
2,8,deodorants,3
2,18,crackers,33
2,22,first aid,3
2,17,lunch meat,3
2,8,prepared soups salads,3
3,10,canned jarred vegetables,8
3,22,pasta sauce,4
3,22,packaged produce,6
3,10,tofu meat alternatives,2
3,1,granola,2
3,12,canned jarred vegetables,2
3,17,canned fruit applesauce,2
0,18,bread,21
0,19,frozen meals,21
0,9,bread,24
0,9,paper goods,9
0,10,coffee,27
0,14,water seltzer sparkling water,42
0,5,kosher foods,3
0,12,cold flu allergy,3
0,11,cookies cakes,6
0,10,refrigerated pudding desserts,6
0,21,asian foods,3
0,20,marinades meat preparation,3
1,13,preserved dips spreads,3
1,6,chips pretzels,3
1,12,soup broth bouillon,24
1,10,prepared meals,3
